,boiling_point,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
sample_211,603.0,2.2954465804052653,1.373456790123457,2.2954465804052653,1.373456790123457,0.2520053119130528,268.5289999999999,228.20899999999995,268.31300128,116,0,-0.0533059727891157,-0.06538238322279266,0.06538238322279266,0.0533059727891157,0.2631578947368421,0.42105263157894735,0.5789473684210527,2.8766966445353965,122.97373660251155,14.020815280171313,14.020815280171313,14.020815280171313,9.414213562373096,9.414213562373094,9.414213562373094,6.303300858899106,6.303300858899106,4.207106781186547,4.207106781186547,2.7980970388562785,2.7980970388562785,0.0,16439.976933070877,19.0,18.0,18.0,123.30820908696853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.00144198912345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.00144198912345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.00144198912345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.15396758974221,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.909106839189466,4.590893160810531,0.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7.657900000000008,89.83700000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
sample_212,623.1,11.429553616296912,-0.001718423815528558,11.429553616296912,0.001718423815528558,0.17870563962622946,340.5920000000001,296.24,340.334130648,144,0,0.3052775141617927,-0.465675191765929,0.465675191765929,0.3052775141617927,0.5416666666666666,0.9166666666666666,1.3333333333333333,3.0581741685865103,250.35446975062405,17.71948589292058,16.751525423472135,16.751525423472135,11.808060412490448,10.964690378025043,10.964690378025043,7.27377103935659,7.27377103935659,4.745394899343333,4.745394899343333,3.043168495767231,3.043168495767231,-0.53,173172.87358004812,23.47,20.514503782821542,19.516576618537492,151.67810275970902,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,110.15979874327142,12.841643245852019,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,129.42226361204948,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,129.42226361204948,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,13.027703587438928,19.26246486877803,89.89150272096417,0.0,0.0,13.847474399381248,4.736862953800049,5.1626081129414665,0.0,11.429553616296912,0.0,0.0,-0.001718423815528558,0.0,23.07707037741648,4.9991529838273365,0.0,0.9545454545454546,24,0,2,0,0,0,0,0,0,2,0,2,19,0,0,0,0,7.591200000000009,105.4130000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
sample_213,371.1,10.043981481481481,0.0648148148148151,10.043981481481481,0.0648148148148151,0.43543001604271575,84.11799999999998,76.05399999999999,84.057514876,34,0,0.15441298002672488,-0.2949079102994763,0.2949079102994763,0.15441298002672488,1.5,1.6666666666666667,1.6666666666666667,3.5677034550432034,69.93923454719788,5.1547005383792515,4.11535507165041,4.11535507165041,2.6427344100918364,1.8076775358252053,1.8076775358252053,1.3365163037378078,1.3365163037378078,0.6010075515613058,0.6010075515613058,0.0,0.0,-0.5900000000000001,13.609640474436812,5.41,1.752075501997055,1.7032551319648097,37.67093855327549,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.578935683598497,19.420578929450514,0.0,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,13.847474399381248,0.0,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,13.847474399381248,12.152040213667764,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.783244946364939,5.573104530069267,0.0,6.923737199690624,6.923737199690624,0.0,6.578935683598497,0.0,0.0,0.0,10.043981481481481,0.0,0.6203703703703705,0.0648148148148151,0.0,0.0,6.604166666666667,0.0,0.4,6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.1515,25.49499999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_214,361.3,5.227623456790123,-0.1712962962962965,5.227623456790123,0.1712962962962965,0.45695843979225237,112.987,106.93900000000001,111.98465555199999,32,0,0.10712629860222875,-0.10540816200776239,0.10712629860222875,0.10540816200776239,1.6,1.8,1.8,2.5395388613593908,18.854752972273346,4.284457050376173,3.040385996394628,4.552243888431536,2.270055610029662,1.5517908521223953,2.424662413066365,0.7993336002722791,2.076375879194505,0.30860669992418377,0.9258200997725515,0.0,0.0,0.58,9.65148445440323,5.579999999999999,2.7983406113537117,4.58,42.075667710386114,0.0,4.836269690250055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,6.923737199690624,6.4208216229260096,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,18.18082851286669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,4.836269690250055,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.836269690250055,0.0,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,23.20187978046503,0.0,10.455246913580247,-0.1712962962962965,0.0,0.0,0.0,0.0,0.8364197530864199,1.9351851851851851,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.2001,25.78499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_215,393.6,5.2172067901234565,0.6840277777777779,5.2172067901234565,0.6840277777777779,0.4790954302917468,112.98700000000001,106.939,111.98465555199999,32,0,0.023429490958601872,-0.12667174288054692,0.12667174288054692,0.023429490958601872,1.0,1.4,1.4,2.19060968716425,12.36452797660028,4.121320343559642,2.877249289578097,4.389107181615006,2.414213562373095,1.5345224838248486,2.6035674514745457,0.7315178636025008,1.4874468096209552,0.2672612419124243,0.801783725737273,0.05050762722761051,0.45456864504849476,0.58,11.245112497836532,5.579999999999999,4.58,4.58,42.07566771038611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,6.4208216229260096,11.760006889940678,0.0,0.0,23.20187978046503,0.0,0.0,0.0,6.4208216229260096,11.760006889940678,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,11.760006889940678,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.760006889940678,6.4208216229260096,0.0,0.0,0.0,0.0,23.20187978046503,0.0,10.434413580246913,0.0,0.0,0.0,1.3680555555555558,0.0,0.9197530864197532,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.8540999999999999,26.05699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_216,487.6,7.90625,0.09375,7.90625,0.09375,0.4590493065582775,76.095,68.03099999999999,76.052429496,32,0,0.045238236823877565,-0.39628647261089006,0.39628647261089006,0.045238236823877565,1.0,1.4,1.4,2.19060968716425,12.36452797660028,4.121320343559642,3.015747534559558,3.015747534559558,2.414213562373095,1.6324555320336755,1.6324555320336755,0.8007669860932315,0.8007669860932315,0.31622776601683783,0.31622776601683783,0.07071067811865472,0.07071067811865472,-0.08,11.245112497836532,4.920000000000001,3.9200000000000004,3.92,31.057602761014792,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,13.213763929025836,0.0,10.213054789681411,0.0,0.0,0.0,0.0,6.4208216229260096,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.426818718707246,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,40.46,0.0,0.0,0.0,13.213763929025836,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,15.8125,0.0,0.0,0.0,0.5,0.1875,0.0,1.0,5,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-0.6389,18.7886,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_217,376.8,7.893518518518519,0.18981481481481466,7.893518518518519,0.18981481481481466,0.4184944170795469,69.107,62.050999999999995,69.057849224,28,0,0.0649457173195011,-0.19805727534481107,0.19805727534481107,0.0649457173195011,1.6,1.8,1.8,2.9394472463233274,49.158515496071495,4.284457050376173,3.5245638646895836,3.5245638646895836,2.270055610029662,1.6669824707240435,1.6669824707240435,1.2837999832528324,1.2837999832528324,0.25819888974716115,0.25819888974716115,0.0,0.0,-0.51,9.65148445440323,4.49,1.7765329512893986,3.490000000000001,32.226657052488086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,13.847474399381248,5.917906046161393,6.069221312792274,0.0,0.0,5.261891554738487,0.0,5.917906046161393,13.847474399381248,0.0,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,17.249018913692154,13.847474399381248,0.0,0.0,0.0,0.0,23.79,0.0,0.0,0.0,5.917906046161393,0.0,0.0,0.0,0.0,19.91669571217352,0.0,5.261891554738487,0.0,0.0,0.0,7.893518518518519,0.0,0.18981481481481466,2.0277777777777777,0.0,3.7222222222222223,0.0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.16598,20.450999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_218,427.1,5.3216512345679,0.7427777777777779,5.3216512345679,0.7427777777777779,0.40247002018054784,127.01400000000001,118.94999999999999,126.00030561599999,38,0,0.022337404985431072,-0.12671622599957885,0.12671622599957885,0.022337404985431072,0.8333333333333334,1.1666666666666667,1.3333333333333333,2.3390923149762908,17.509775004326936,4.82842712474619,3.5843560707646445,5.096213962801553,2.914213562373095,2.0345224838248486,3.1035674514745457,1.0850712541957743,1.841000200214229,0.5172612419124242,1.0517837257372729,0.18898223650461354,0.5669467095138406,0.58,20.986300857070454,6.579999999999999,5.579999999999999,4.58,48.44060982478272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,12.841643245852019,11.760006889940678,0.0,0.0,23.20187978046503,0.0,0.0,0.0,12.841643245852019,11.760006889940678,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,11.760006889940678,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.601650135792696,0.0,0.0,0.0,0.0,23.20187978046503,0.0,10.6433024691358,0.0,0.0,0.0,1.4855555555555557,0.0,2.0933641975308643,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2.2442,30.673999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sample_219,364.4,3.373263888888889,0.6967592592592591,3.373263888888889,0.6967592592592591,0.4855892305522946,137.01999999999998,127.948,135.988762388,32,0,0.011445025631977081,-0.08938067149002546,0.08938067149002546,0.011445025631977081,1.8,2.0,2.0,2.5395388613593908,17.609640474436812,4.284457050376173,3.6624215233854005,5.248418062500105,2.270055610029662,1.9109232310760287,2.826598759867718,1.1890178211258102,2.752173725692681,0.562551640425955,1.210032016201136,0.0,0.0,0.48,9.65148445440323,5.48,2.7032142857142865,4.480000000000002,41.70162497666073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7774182973306,6.4208216229260096,4.827174070296812,0.0,0.0,15.929943897949348,0.0,0.0,0.0,25.09547009260407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,4.827174070296812,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.827174070296812,0.0,6.4208216229260096,0.0,0.0,29.7774182973306,0.0,0.0,3.373263888888889,0.6967592592592591,0.0,0.0,0.0,0.0,1.2222222222222223,4.291087962962963,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1798,28.67999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_220,341.3,5.462191358024691,0.3564814814814814,5.462191358024691,0.3564814814814814,0.43437560245029766,92.569,83.497,92.039277968,32,0,0.03047653555249808,-0.12332141991372317,0.12332141991372317,0.03047653555249808,1.8,2.0,2.0,2.5395388613593908,17.609640474436812,4.284457050376173,3.6624215233854005,4.418350469403855,2.270055610029662,1.9109232310760287,2.3473590115480136,1.1890178211258102,1.934060301521979,0.562551640425955,0.8711583403501388,0.0,0.0,0.29,9.65148445440323,5.29,2.5231002331002332,4.289999999999999,38.13734359790105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,6.923737199690624,13.344558822616634,5.3770878682057255,0.0,0.0,11.600939890232516,0.0,0.0,0.0,25.645383890512985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.3770878682057255,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3770878682057255,6.4208216229260096,0.0,0.0,6.923737199690624,6.923737199690624,11.600939890232516,0.0,5.462191358024691,0.0,0.3564814814814814,0.0,0.0,0.0,1.0709876543209877,4.054783950617284,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0237,25.605999999999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_221,323.8,4.75,0.3842592592592591,4.75,0.3842592592592591,0.45127679326201153,74.123,64.04299999999999,74.07316494,32,0,0.05145964055023859,-0.38203521630443266,0.38203521630443266,0.05145964055023859,1.4,1.6,1.6,2.5395388613593908,17.609640474436812,4.284457050376173,3.985598559653489,3.985598559653489,2.270055610029662,1.7986510892386307,1.7986510892386307,1.2844570503761736,1.2844570503761736,0.4714045207910318,0.4714045207910318,0.0,0.0,-0.04,9.65148445440323,4.960000000000001,2.212525252525253,3.9600000000000004,32.94762260052625,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,7.109797541277533,6.103966387748303,4.736862953800049,0.0,0.0,0.0,0.0,19.95144078712955,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,13.847474399381248,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.103966387748303,0.0,0.0,7.109797541277533,13.847474399381248,0.0,4.736862953800049,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3842592592592591,4.0,1.699074074074074,1.0,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0412,22.144999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_222,501.1,8.08625,0.19500000000000006,8.08625,0.19500000000000006,0.4690628122836084,90.122,80.04199999999999,90.06807956,38,0,0.04313700838996922,-0.3963750384086942,0.3963750384086942,0.04313700838996922,0.8333333333333334,1.1666666666666667,1.3333333333333333,2.3390923149762908,17.509775004326936,4.82842712474619,3.7228543157461056,3.7228543157461056,2.914213562373095,2.1324555320336755,2.1324555320336755,1.1543203766865051,1.1543203766865051,0.5662277660168378,0.5662277660168378,0.22360679774997888,0.22360679774997888,-0.08,20.986300857070454,5.92,4.920000000000001,3.9200000000000004,37.4225448754114,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,13.213763929025836,0.0,10.213054789681411,0.0,0.0,0.0,0.0,12.841643245852019,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.426818718707246,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,40.46,0.0,0.0,0.0,13.213763929025836,0.0,12.841643245852019,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,16.1725,0.0,0.0,0.0,1.4375,0.3900000000000001,0.0,1.0,6,2,2,0,0,0,0,0,0,2,2,2,3,0,0,0,0,-0.24880000000000008,23.405599999999993,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sample_223,453.9,8.37962962962963,-0.592592592592593,8.37962962962963,0.5925925925925928,0.46574414882903137,90.122,80.04199999999999,90.06807956,38,0,0.07678369378081898,-0.39073832390870694,0.39073832390870694,0.07678369378081898,1.0,1.1666666666666667,1.1666666666666667,2.9934972434784735,26.52932501298081,5.1547005383792515,4.049127729379167,4.049127729379167,2.6427344100918364,2.0044316512069074,2.0044316512069074,1.481206843160961,1.481206843160961,0.698142396999972,0.698142396999972,0.0,0.0,-0.08,13.609640474436812,5.92,2.157216946676406,2.1751020408163266,37.4225448754114,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,12.207932775496605,10.213054789681411,0.0,0.0,0.0,0.0,26.055407174877853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.420987565178017,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,40.46,12.207932775496605,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,10.213054789681411,0.0,0.0,0.0,16.75925925925926,0.0,0.0,0.0,-1.1851851851851858,3.0925925925925926,0.0,1.0,6,2,2,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-0.252,23.361599999999996,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_224,336.1,5.291666666666667,0.3842592592592591,5.291666666666667,0.3842592592592591,0.48654006674273037,73.13900000000001,62.050999999999995,73.08914935199999,32,0,0.00078053693680305,-0.32799794981906344,0.32799794981906344,0.00078053693680305,1.8,2.0,2.0,2.5395388613593908,17.609640474436812,4.284457050376173,3.861807319565799,3.861807319565799,2.270055610029662,2.02603867417337,2.02603867417337,1.3855321746565754,1.3855321746565754,0.6439505508593789,0.6439505508593789,0.0,0.0,-0.04,9.65148445440323,4.960000000000001,2.212525252525253,3.9600000000000004,33.17396806803209,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,13.344558822616634,6.041840829147961,0.0,0.0,0.0,0.0,0.0,5.733667477162185,26.31013685145522,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.041840829147961,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,6.041840829147961,6.4208216229260096,0.0,0.0,6.923737199690624,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,5.291666666666667,0.0,0.3842592592592591,1.0833333333333335,4.074074074074074,0.0,1.0,5,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7436,23.940399999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_225,317.6,5.354166666666666,0.0,5.354166666666666,0.0,0.4494698079729435,73.13900000000001,62.050999999999995,73.08914935199999,32,0,0.006857356991357578,-0.3258160878010253,0.3258160878010253,0.006857356991357578,1.2,1.2,1.2,3.0237157840738176,19.11941547876375,4.5,4.077350269189626,4.077350269189626,2.0,1.7886751345948129,1.7886751345948129,2.366025403784439,2.366025403784439,0.0,0.0,0.0,0.0,-0.04,3.6096404744368114,4.960000000000001,0.9767560019818928,9507.96,33.17396806803208,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,5.538925252383345,0.0,0.0,0.0,0.0,0.0,5.733667477162185,26.310136851455216,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,5.538925252383345,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,20.771211599071872,0.0,5.733667477162185,0.0,0.0,0.0,0.0,5.354166666666666,0.0,0.0,0.0,5.895833333333333,0.0,1.0,5,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7436,23.940399999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
